parent_company,subsidiary_name,source,reason
Meta,Meta Platforms Inc,SEC 10-K,Ultimate Parent (Major Patents)
Meta,Meta Platforms Technologies LLC,OpenCorporates,Powerhouse for AI Hardware/Sensors
Meta,Meta Platforms Tech LLC,Lens, Different spelling
Meta,Edge Network Services Limited,OpenCorporates,Data Center/Grid Infrastructure
Meta,FCL Tech Limited (Ireland),SEC 10-K,Connectivity Lab (Solar/Green R&D)
Meta,Meta Platforms Ireland Limited,SEC 10-K,EU Energy Compliance & IP
Meta,Siculus LLC,SEC 10-K,Data Center Infrastructure (Energy Footprint)
Meta,Sidecat LLC,SEC 10-K,Data Center Infrastructure (Energy Footprint)
Meta,Facebook Holdings LLC (Delaware),SEC 10-K
Meta,Facebook Holdings LLC,SEC 10-K
Meta,Facebook Tech LLC, Lens,Facebook company
Meta,Facebook Technologies LLC, Lens,Facebook company
Meta,Facebook Procurement LLC,SEC 10-K
Meta,Instagram LLC,SEC 10-K
Meta,Meta Payments Inc,SEC 10-K
Meta,WhatsApp LLC,SEC 10-K
Meta,Cassin Networks ApS,Denmark,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Edge Network Services Limited,Ireland,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook Circularity LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook Holdings LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook India Online Services Private Limited,India,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook Operations LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook Procurement LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook Serviços Online Do Brasil Ltda.,Brazil,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Facebook UK Limited,United Kingdom,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,FCL Tech Limited,Ireland,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Goldframe LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Greater Kudu LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Hibiscus Properties LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Instagram LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Malkoha Pte. Ltd.,Singapore,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Meta Payments Inc.,Florida,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Meta Platforms Ireland Limited,Ireland,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Meta Platforms Technologies LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Middle Mile Infrastructure LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Morning Hornet LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Offprints LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Omanyte LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Paile LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Pinnacle Sweden AB,Sweden,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Raven Northbrook LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Redale LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Runways Information Services Limited,Ireland,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Scout Development LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Siculus Inc.,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Sidecat LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
Meta,Stadion LLC,Delaware,SEC Exhibit 21.1 – Meta Platforms 10-K,2024-12-31
