company,year,topic,count,topic_label
Microsoft,2012,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2012,19,2,19_storage control_storage controller_storage power_state storage
Microsoft,2012,20,2,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2012,21,4,21_resource control_resource management_resource service_resource usage
Microsoft,2012,25,2,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2012,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2012,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2013,0,5,0_radio access_transmit_transmitting_radio resource
Microsoft,2013,1,10,1_power management_power consumption_power mode_throttling
Microsoft,2013,2,1,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2013,6,1,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2013,10,1,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2013,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2013,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Microsoft,2013,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2013,19,1,19_storage control_storage controller_storage power_state storage
Microsoft,2013,20,1,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2013,22,1,22_protocols_routing_multi hop_packet core
Microsoft,2013,25,1,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2013,27,1,27_display processing_image display_processing display_managing display
Microsoft,2013,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2013,35,1,35_backup power_power grid_grid power_power main
Microsoft,2014,0,6,0_radio access_transmit_transmitting_radio resource
Microsoft,2014,1,14,1_power management_power consumption_power mode_throttling
Microsoft,2014,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2014,4,2,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2014,10,4,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2014,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2014,16,1,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2014,17,2,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2014,19,2,19_storage control_storage controller_storage power_state storage
Microsoft,2014,20,3,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2014,21,2,21_resource control_resource management_resource service_resource usage
Microsoft,2014,23,1,23_surface glass_glass substrate_glass_automated fabrication
Microsoft,2014,24,2,24_messages processing_processing core_processing cores_chip architecture
Microsoft,2014,25,2,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2014,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2014,32,1,32_light control_control light_light emitters_light sensor
Microsoft,2014,35,2,35_backup power_power grid_grid power_power main
Microsoft,2015,0,7,0_radio access_transmit_transmitting_radio resource
Microsoft,2015,1,9,1_power management_power consumption_power mode_throttling
Microsoft,2015,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2015,4,1,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2015,6,2,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2015,10,2,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2015,11,1,11_memory cache_cache memory_instruction cache_cache cache
Microsoft,2015,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2015,15,2,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2015,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2015,21,2,21_resource control_resource management_resource service_resource usage
Microsoft,2015,24,1,24_messages processing_processing core_processing cores_chip architecture
Microsoft,2015,25,3,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2015,29,5,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2015,35,2,35_backup power_power grid_grid power_power main
Microsoft,2016,0,5,0_radio access_transmit_transmitting_radio resource
Microsoft,2016,1,14,1_power management_power consumption_power mode_throttling
Microsoft,2016,2,4,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2016,6,2,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2016,10,3,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2016,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2016,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2016,16,1,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2016,17,4,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2016,18,1,18_printed boards_printed board_electrically_conductive layers
Microsoft,2016,19,1,19_storage control_storage controller_storage power_state storage
Microsoft,2016,20,3,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2016,30,1,30_mapping navigation_navigation application_map_maps
Microsoft,2016,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Microsoft,2016,34,1,34_film transistors_film transistor_pixels_transistors
Microsoft,2017,0,4,0_radio access_transmit_transmitting_radio resource
Microsoft,2017,1,12,1_power management_power consumption_power mode_throttling
Microsoft,2017,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2017,3,1,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Microsoft,2017,4,4,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2017,6,2,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2017,8,1,8_battery management_battery operation_dynamic battery_battery charging
Microsoft,2017,10,2,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2017,13,2,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2017,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Microsoft,2017,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2017,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2017,19,2,19_storage control_storage controller_storage power_state storage
Microsoft,2017,20,3,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2017,21,2,21_resource control_resource management_resource service_resource usage
Microsoft,2017,23,1,23_surface glass_glass substrate_glass_automated fabrication
Microsoft,2017,24,1,24_messages processing_processing core_processing cores_chip architecture
Microsoft,2017,25,1,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2017,27,2,27_display processing_image display_processing display_managing display
Microsoft,2017,28,7,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2017,29,2,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2017,33,3,33_fuel cell_fuel cells_cell fuel_power controller
Microsoft,2018,0,8,0_radio access_transmit_transmitting_radio resource
Microsoft,2018,1,15,1_power management_power consumption_power mode_throttling
Microsoft,2018,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2018,4,5,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2018,6,1,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2018,8,4,8_battery management_battery operation_dynamic battery_battery charging
Microsoft,2018,11,3,11_memory cache_cache memory_instruction cache_cache cache
Microsoft,2018,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2018,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Microsoft,2018,16,2,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2018,19,2,19_storage control_storage controller_storage power_state storage
Microsoft,2018,20,1,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2018,21,1,21_resource control_resource management_resource service_resource usage
Microsoft,2018,23,2,23_surface glass_glass substrate_glass_automated fabrication
Microsoft,2018,25,1,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2018,27,1,27_display processing_image display_processing display_managing display
Microsoft,2018,28,5,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2018,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2018,34,1,34_film transistors_film transistor_pixels_transistors
Microsoft,2019,0,3,0_radio access_transmit_transmitting_radio resource
Microsoft,2019,1,14,1_power management_power consumption_power mode_throttling
Microsoft,2019,2,11,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2019,4,4,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2019,5,4,5_boost converter_power converters_power converter_converters
Microsoft,2019,6,1,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2019,8,2,8_battery management_battery operation_dynamic battery_battery charging
Microsoft,2019,10,2,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2019,11,5,11_memory cache_cache memory_instruction cache_cache cache
Microsoft,2019,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2019,15,4,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2019,16,2,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2019,17,3,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2019,19,1,19_storage control_storage controller_storage power_state storage
Microsoft,2019,20,4,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2019,21,2,21_resource control_resource management_resource service_resource usage
Microsoft,2019,24,2,24_messages processing_processing core_processing cores_chip architecture
Microsoft,2019,25,6,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2019,26,1,26_schedule wirelessly_access point_wlan_wirelessly transmit
Microsoft,2019,27,1,27_display processing_image display_processing display_managing display
Microsoft,2019,28,6,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2019,29,2,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2019,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2019,32,1,32_light control_control light_light emitters_light sensor
Microsoft,2019,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Microsoft,2019,35,2,35_backup power_power grid_grid power_power main
Microsoft,2020,0,3,0_radio access_transmit_transmitting_radio resource
Microsoft,2020,1,8,1_power management_power consumption_power mode_throttling
Microsoft,2020,2,3,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2020,3,1,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Microsoft,2020,4,7,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2020,8,4,8_battery management_battery operation_dynamic battery_battery charging
Microsoft,2020,11,2,11_memory cache_cache memory_instruction cache_cache cache
Microsoft,2020,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2020,16,1,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2020,17,2,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2020,18,1,18_printed boards_printed board_electrically_conductive layers
Microsoft,2020,19,2,19_storage control_storage controller_storage power_state storage
Microsoft,2020,20,3,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2020,21,2,21_resource control_resource management_resource service_resource usage
Microsoft,2020,23,2,23_surface glass_glass substrate_glass_automated fabrication
Microsoft,2020,25,2,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2020,28,4,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2020,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2020,35,1,35_backup power_power grid_grid power_power main
Microsoft,2021,0,2,0_radio access_transmit_transmitting_radio resource
Microsoft,2021,1,9,1_power management_power consumption_power mode_throttling
Microsoft,2021,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2021,4,4,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2021,6,1,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2021,8,4,8_battery management_battery operation_dynamic battery_battery charging
Microsoft,2021,10,2,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2021,11,1,11_memory cache_cache memory_instruction cache_cache cache
Microsoft,2021,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Microsoft,2021,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2021,16,2,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2021,19,1,19_storage control_storage controller_storage power_state storage
Microsoft,2021,21,1,21_resource control_resource management_resource service_resource usage
Microsoft,2021,25,1,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2021,27,1,27_display processing_image display_processing display_managing display
Microsoft,2021,28,5,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2021,29,2,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2021,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2021,33,3,33_fuel cell_fuel cells_cell fuel_power controller
Microsoft,2022,0,2,0_radio access_transmit_transmitting_radio resource
Microsoft,2022,1,6,1_power management_power consumption_power mode_throttling
Microsoft,2022,2,1,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2022,4,1,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2022,6,2,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2022,10,1,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2022,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Microsoft,2022,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Microsoft,2022,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2022,19,1,19_storage control_storage controller_storage power_state storage
Microsoft,2022,20,1,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2022,21,1,21_resource control_resource management_resource service_resource usage
Microsoft,2022,28,2,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2022,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Microsoft,2023,0,3,0_radio access_transmit_transmitting_radio resource
Microsoft,2023,1,4,1_power management_power consumption_power mode_throttling
Microsoft,2023,2,3,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2023,4,4,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2023,5,2,5_boost converter_power converters_power converter_converters
Microsoft,2023,6,1,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2023,16,3,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2023,18,1,18_printed boards_printed board_electrically_conductive layers
Microsoft,2023,20,3,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2023,25,2,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2023,28,1,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2023,32,1,32_light control_control light_light emitters_light sensor
Microsoft,2024,0,1,0_radio access_transmit_transmitting_radio resource
Microsoft,2024,1,2,1_power management_power consumption_power mode_throttling
Microsoft,2024,2,4,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2024,5,1,5_boost converter_power converters_power converter_converters
Microsoft,2024,6,2,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2024,8,1,8_battery management_battery operation_dynamic battery_battery charging
Microsoft,2024,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Microsoft,2024,16,3,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2024,20,1,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2024,25,1,25_resource management_datacenter power_datacenter_physical resource
Microsoft,2025,1,2,1_power management_power consumption_power mode_throttling
Microsoft,2025,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2025,4,3,4_cooling_thermal control_liquid cooling_thermal management
Microsoft,2025,9,3,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Microsoft,2025,10,1,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2025,16,1,16_trained neural_deep neural_neural_hardware accelerator
Microsoft,2025,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2025,25,2,25_resource management_datacenter power_datacenter_physical resource
