company,year,topic,count,topic_label
Apple,2011,23,1,23_surface glass_glass substrate_glass_automated fabrication
Apple,2011,24,1,24_messages processing_processing core_processing cores_chip architecture
Apple,2011,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Apple,2011,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Apple,2012,0,2,0_radio access_transmit_transmitting_radio resource
Apple,2012,1,4,1_power management_power consumption_power mode_throttling
Apple,2012,2,8,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2012,4,5,4_cooling_thermal control_liquid cooling_thermal management
Apple,2012,5,2,5_boost converter_power converters_power converter_converters
Apple,2012,6,2,6_memory management_memory banks_memory controller_memory blocks
Apple,2012,8,1,8_battery management_battery operation_dynamic battery_battery charging
Apple,2012,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2012,11,1,11_memory cache_cache memory_instruction cache_cache cache
Apple,2012,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2012,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2012,18,1,18_printed boards_printed board_electrically_conductive layers
Apple,2012,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2012,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2013,0,13,0_radio access_transmit_transmitting_radio resource
Apple,2013,1,9,1_power management_power consumption_power mode_throttling
Apple,2013,2,6,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2013,4,2,4_cooling_thermal control_liquid cooling_thermal management
Apple,2013,5,3,5_boost converter_power converters_power converter_converters
Apple,2013,6,3,6_memory management_memory banks_memory controller_memory blocks
Apple,2013,8,3,8_battery management_battery operation_dynamic battery_battery charging
Apple,2013,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2013,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2013,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2013,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2013,18,1,18_printed boards_printed board_electrically_conductive layers
Apple,2013,22,1,22_protocols_routing_multi hop_packet core
Apple,2013,23,1,23_surface glass_glass substrate_glass_automated fabrication
Apple,2013,24,3,24_messages processing_processing core_processing cores_chip architecture
Apple,2013,27,1,27_display processing_image display_processing display_managing display
Apple,2013,30,1,30_mapping navigation_navigation application_map_maps
Apple,2013,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2014,0,10,0_radio access_transmit_transmitting_radio resource
Apple,2014,1,12,1_power management_power consumption_power mode_throttling
Apple,2014,2,15,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2014,3,1,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Apple,2014,4,5,4_cooling_thermal control_liquid cooling_thermal management
Apple,2014,5,3,5_boost converter_power converters_power converter_converters
Apple,2014,6,5,6_memory management_memory banks_memory controller_memory blocks
Apple,2014,7,1,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2014,8,1,8_battery management_battery operation_dynamic battery_battery charging
Apple,2014,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2014,11,2,11_memory cache_cache memory_instruction cache_cache cache
Apple,2014,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2014,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2014,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2014,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2014,18,2,18_printed boards_printed board_electrically_conductive layers
Apple,2014,19,1,19_storage control_storage controller_storage power_state storage
Apple,2014,21,1,21_resource control_resource management_resource service_resource usage
Apple,2014,23,2,23_surface glass_glass substrate_glass_automated fabrication
Apple,2014,24,1,24_messages processing_processing core_processing cores_chip architecture
Apple,2014,27,1,27_display processing_image display_processing display_managing display
Apple,2014,30,2,30_mapping navigation_navigation application_map_maps
Apple,2014,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Apple,2014,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2015,0,25,0_radio access_transmit_transmitting_radio resource
Apple,2015,1,13,1_power management_power consumption_power mode_throttling
Apple,2015,2,13,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2015,3,1,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Apple,2015,4,4,4_cooling_thermal control_liquid cooling_thermal management
Apple,2015,5,2,5_boost converter_power converters_power converter_converters
Apple,2015,6,4,6_memory management_memory banks_memory controller_memory blocks
Apple,2015,8,7,8_battery management_battery operation_dynamic battery_battery charging
Apple,2015,11,10,11_memory cache_cache memory_instruction cache_cache cache
Apple,2015,12,4,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2015,14,3,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2015,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2015,18,5,18_printed boards_printed board_electrically_conductive layers
Apple,2015,22,3,22_protocols_routing_multi hop_packet core
Apple,2015,23,3,23_surface glass_glass substrate_glass_automated fabrication
Apple,2015,24,2,24_messages processing_processing core_processing cores_chip architecture
Apple,2015,27,1,27_display processing_image display_processing display_managing display
Apple,2015,30,8,30_mapping navigation_navigation application_map_maps
Apple,2015,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2015,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Apple,2015,34,2,34_film transistors_film transistor_pixels_transistors
Apple,2016,0,36,0_radio access_transmit_transmitting_radio resource
Apple,2016,1,29,1_power management_power consumption_power mode_throttling
Apple,2016,2,13,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2016,4,4,4_cooling_thermal control_liquid cooling_thermal management
Apple,2016,5,7,5_boost converter_power converters_power converter_converters
Apple,2016,6,2,6_memory management_memory banks_memory controller_memory blocks
Apple,2016,7,1,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2016,8,2,8_battery management_battery operation_dynamic battery_battery charging
Apple,2016,9,1,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2016,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2016,11,10,11_memory cache_cache memory_instruction cache_cache cache
Apple,2016,12,2,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2016,13,2,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2016,14,5,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2016,15,2,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2016,17,3,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2016,18,2,18_printed boards_printed board_electrically_conductive layers
Apple,2016,19,2,19_storage control_storage controller_storage power_state storage
Apple,2016,21,1,21_resource control_resource management_resource service_resource usage
Apple,2016,22,2,22_protocols_routing_multi hop_packet core
Apple,2016,28,1,28_instruction memory_instruction blocks_instruction block_memory operations
Apple,2016,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Apple,2016,30,7,30_mapping navigation_navigation application_map_maps
Apple,2016,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2016,32,1,32_light control_control light_light emitters_light sensor
Apple,2016,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Apple,2016,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2017,0,21,0_radio access_transmit_transmitting_radio resource
Apple,2017,1,15,1_power management_power consumption_power mode_throttling
Apple,2017,2,11,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2017,4,3,4_cooling_thermal control_liquid cooling_thermal management
Apple,2017,5,3,5_boost converter_power converters_power converter_converters
Apple,2017,6,1,6_memory management_memory banks_memory controller_memory blocks
Apple,2017,7,1,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2017,8,5,8_battery management_battery operation_dynamic battery_battery charging
Apple,2017,9,4,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2017,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2017,11,5,11_memory cache_cache memory_instruction cache_cache cache
Apple,2017,12,3,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2017,13,2,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2017,14,7,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2017,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2017,17,2,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2017,18,7,18_printed boards_printed board_electrically_conductive layers
Apple,2017,19,2,19_storage control_storage controller_storage power_state storage
Apple,2017,21,1,21_resource control_resource management_resource service_resource usage
Apple,2017,23,1,23_surface glass_glass substrate_glass_automated fabrication
Apple,2017,24,2,24_messages processing_processing core_processing cores_chip architecture
Apple,2017,27,3,27_display processing_image display_processing display_managing display
Apple,2017,28,1,28_instruction memory_instruction blocks_instruction block_memory operations
Apple,2017,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Apple,2017,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2017,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2018,0,29,0_radio access_transmit_transmitting_radio resource
Apple,2018,1,16,1_power management_power consumption_power mode_throttling
Apple,2018,2,13,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2018,4,1,4_cooling_thermal control_liquid cooling_thermal management
Apple,2018,5,10,5_boost converter_power converters_power converter_converters
Apple,2018,6,1,6_memory management_memory banks_memory controller_memory blocks
Apple,2018,7,1,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2018,8,1,8_battery management_battery operation_dynamic battery_battery charging
Apple,2018,9,2,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2018,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2018,12,2,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2018,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2018,14,5,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2018,15,2,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2018,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2018,18,2,18_printed boards_printed board_electrically_conductive layers
Apple,2018,19,1,19_storage control_storage controller_storage power_state storage
Apple,2018,23,4,23_surface glass_glass substrate_glass_automated fabrication
Apple,2018,24,3,24_messages processing_processing core_processing cores_chip architecture
Apple,2018,27,2,27_display processing_image display_processing display_managing display
Apple,2019,0,19,0_radio access_transmit_transmitting_radio resource
Apple,2019,1,14,1_power management_power consumption_power mode_throttling
Apple,2019,2,10,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2019,3,2,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Apple,2019,4,1,4_cooling_thermal control_liquid cooling_thermal management
Apple,2019,5,9,5_boost converter_power converters_power converter_converters
Apple,2019,6,2,6_memory management_memory banks_memory controller_memory blocks
Apple,2019,7,2,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2019,8,1,8_battery management_battery operation_dynamic battery_battery charging
Apple,2019,9,1,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2019,11,3,11_memory cache_cache memory_instruction cache_cache cache
Apple,2019,12,6,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2019,13,7,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2019,14,5,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2019,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2019,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2019,18,4,18_printed boards_printed board_electrically_conductive layers
Apple,2019,19,1,19_storage control_storage controller_storage power_state storage
Apple,2019,22,2,22_protocols_routing_multi hop_packet core
Apple,2019,23,1,23_surface glass_glass substrate_glass_automated fabrication
Apple,2019,24,1,24_messages processing_processing core_processing cores_chip architecture
Apple,2019,26,1,26_schedule wirelessly_access point_wlan_wirelessly transmit
Apple,2019,27,1,27_display processing_image display_processing display_managing display
Apple,2019,28,1,28_instruction memory_instruction blocks_instruction block_memory operations
Apple,2019,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Apple,2019,30,1,30_mapping navigation_navigation application_map_maps
Apple,2019,31,2,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2019,32,2,32_light control_control light_light emitters_light sensor
Apple,2019,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2020,0,26,0_radio access_transmit_transmitting_radio resource
Apple,2020,1,13,1_power management_power consumption_power mode_throttling
Apple,2020,2,19,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2020,3,1,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Apple,2020,4,1,4_cooling_thermal control_liquid cooling_thermal management
Apple,2020,5,7,5_boost converter_power converters_power converter_converters
Apple,2020,6,3,6_memory management_memory banks_memory controller_memory blocks
Apple,2020,7,2,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2020,8,3,8_battery management_battery operation_dynamic battery_battery charging
Apple,2020,9,7,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2020,10,3,10_packet processing_tcp_datagram protocol_protocol
Apple,2020,11,3,11_memory cache_cache memory_instruction cache_cache cache
Apple,2020,12,3,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2020,13,6,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2020,14,3,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2020,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2020,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2020,18,2,18_printed boards_printed board_electrically_conductive layers
Apple,2020,19,1,19_storage control_storage controller_storage power_state storage
Apple,2020,22,1,22_protocols_routing_multi hop_packet core
Apple,2020,23,2,23_surface glass_glass substrate_glass_automated fabrication
Apple,2020,24,1,24_messages processing_processing core_processing cores_chip architecture
Apple,2020,26,2,26_schedule wirelessly_access point_wlan_wirelessly transmit
Apple,2020,27,2,27_display processing_image display_processing display_managing display
Apple,2020,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2020,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2021,0,35,0_radio access_transmit_transmitting_radio resource
Apple,2021,1,13,1_power management_power consumption_power mode_throttling
Apple,2021,2,23,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2021,4,1,4_cooling_thermal control_liquid cooling_thermal management
Apple,2021,5,9,5_boost converter_power converters_power converter_converters
Apple,2021,6,3,6_memory management_memory banks_memory controller_memory blocks
Apple,2021,7,7,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2021,8,3,8_battery management_battery operation_dynamic battery_battery charging
Apple,2021,9,3,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2021,10,3,10_packet processing_tcp_datagram protocol_protocol
Apple,2021,11,2,11_memory cache_cache memory_instruction cache_cache cache
Apple,2021,12,2,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2021,13,4,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2021,14,3,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2021,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2021,17,2,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2021,18,2,18_printed boards_printed board_electrically_conductive layers
Apple,2021,22,2,22_protocols_routing_multi hop_packet core
Apple,2021,24,1,24_messages processing_processing core_processing cores_chip architecture
Apple,2021,26,1,26_schedule wirelessly_access point_wlan_wirelessly transmit
Apple,2021,27,3,27_display processing_image display_processing display_managing display
Apple,2021,28,1,28_instruction memory_instruction blocks_instruction block_memory operations
Apple,2021,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Apple,2021,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2021,32,1,32_light control_control light_light emitters_light sensor
Apple,2021,34,4,34_film transistors_film transistor_pixels_transistors
Apple,2022,0,30,0_radio access_transmit_transmitting_radio resource
Apple,2022,1,5,1_power management_power consumption_power mode_throttling
Apple,2022,2,18,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2022,4,1,4_cooling_thermal control_liquid cooling_thermal management
Apple,2022,5,10,5_boost converter_power converters_power converter_converters
Apple,2022,6,4,6_memory management_memory banks_memory controller_memory blocks
Apple,2022,7,7,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2022,8,2,8_battery management_battery operation_dynamic battery_battery charging
Apple,2022,9,7,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2022,10,1,10_packet processing_tcp_datagram protocol_protocol
Apple,2022,11,4,11_memory cache_cache memory_instruction cache_cache cache
Apple,2022,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2022,16,1,16_trained neural_deep neural_neural_hardware accelerator
Apple,2022,22,2,22_protocols_routing_multi hop_packet core
Apple,2022,23,1,23_surface glass_glass substrate_glass_automated fabrication
Apple,2022,24,1,24_messages processing_processing core_processing cores_chip architecture
Apple,2022,27,2,27_display processing_image display_processing display_managing display
Apple,2022,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Apple,2022,30,2,30_mapping navigation_navigation application_map_maps
Apple,2022,34,1,34_film transistors_film transistor_pixels_transistors
Apple,2023,0,27,0_radio access_transmit_transmitting_radio resource
Apple,2023,1,10,1_power management_power consumption_power mode_throttling
Apple,2023,2,24,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2023,4,2,4_cooling_thermal control_liquid cooling_thermal management
Apple,2023,5,7,5_boost converter_power converters_power converter_converters
Apple,2023,6,2,6_memory management_memory banks_memory controller_memory blocks
Apple,2023,7,8,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2023,8,2,8_battery management_battery operation_dynamic battery_battery charging
Apple,2023,9,11,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2023,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2023,13,2,13_power wirelessly_power transmitting_power receiving_transmitting power
Apple,2023,15,1,15_voice activated_voice commands_speech recognition_voice guidance
Apple,2023,17,2,17_thread scheduling_thread scheduler_multiprocessor_cores
Apple,2023,19,1,19_storage control_storage controller_storage power_state storage
Apple,2023,21,1,21_resource control_resource management_resource service_resource usage
Apple,2023,22,2,22_protocols_routing_multi hop_packet core
Apple,2023,23,2,23_surface glass_glass substrate_glass_automated fabrication
Apple,2023,26,6,26_schedule wirelessly_access point_wlan_wirelessly transmit
Apple,2023,27,1,27_display processing_image display_processing display_managing display
Apple,2023,30,2,30_mapping navigation_navigation application_map_maps
Apple,2024,0,60,0_radio access_transmit_transmitting_radio resource
Apple,2024,1,6,1_power management_power consumption_power mode_throttling
Apple,2024,2,34,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2024,4,1,4_cooling_thermal control_liquid cooling_thermal management
Apple,2024,5,7,5_boost converter_power converters_power converter_converters
Apple,2024,6,2,6_memory management_memory banks_memory controller_memory blocks
Apple,2024,7,33,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2024,8,2,8_battery management_battery operation_dynamic battery_battery charging
Apple,2024,9,9,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2024,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Apple,2024,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Apple,2024,16,1,16_trained neural_deep neural_neural_hardware accelerator
Apple,2024,22,3,22_protocols_routing_multi hop_packet core
Apple,2024,23,4,23_surface glass_glass substrate_glass_automated fabrication
Apple,2024,26,6,26_schedule wirelessly_access point_wlan_wirelessly transmit
Apple,2024,27,1,27_display processing_image display_processing display_managing display
Apple,2024,30,1,30_mapping navigation_navigation application_map_maps
Apple,2024,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Apple,2025,0,53,0_radio access_transmit_transmitting_radio resource
Apple,2025,1,5,1_power management_power consumption_power mode_throttling
Apple,2025,2,25,2_battery cells_anode cathode_battery cell_cathode anode
Apple,2025,5,4,5_boost converter_power converters_power converter_converters
Apple,2025,6,3,6_memory management_memory banks_memory controller_memory blocks
Apple,2025,7,12,7_wake monitoring_wake receiver_monitoring radio_wake radio
Apple,2025,9,16,9_electrolyte lithium_electrochemical cell_cells electrolyte_battery cells
Apple,2025,11,1,11_memory cache_cache memory_instruction cache_cache cache
Apple,2025,22,1,22_protocols_routing_multi hop_packet core
Apple,2025,23,1,23_surface glass_glass substrate_glass_automated fabrication
Apple,2025,26,2,26_schedule wirelessly_access point_wlan_wirelessly transmit
Meta,2012,1,1,1_power management_power consumption_power mode_throttling
Meta,2013,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2014,0,1,0_radio access_transmit_transmitting_radio resource
Meta,2014,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2014,10,1,10_packet processing_tcp_datagram protocol_protocol
Meta,2015,0,7,0_radio access_transmit_transmitting_radio resource
Meta,2015,1,3,1_power management_power consumption_power mode_throttling
Meta,2015,10,1,10_packet processing_tcp_datagram protocol_protocol
Meta,2015,33,1,33_fuel cell_fuel cells_cell fuel_power controller
Meta,2015,35,1,35_backup power_power grid_grid power_power main
Meta,2016,0,2,0_radio access_transmit_transmitting_radio resource
Meta,2016,1,5,1_power management_power consumption_power mode_throttling
Meta,2016,24,1,24_messages processing_processing core_processing cores_chip architecture
Meta,2017,0,1,0_radio access_transmit_transmitting_radio resource
Meta,2017,1,4,1_power management_power consumption_power mode_throttling
Meta,2017,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Meta,2017,3,1,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Meta,2018,1,3,1_power management_power consumption_power mode_throttling
Meta,2018,3,3,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Meta,2018,5,1,5_boost converter_power converters_power converter_converters
Meta,2018,10,1,10_packet processing_tcp_datagram protocol_protocol
Meta,2018,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Meta,2018,23,1,23_surface glass_glass substrate_glass_automated fabrication
Meta,2019,0,2,0_radio access_transmit_transmitting_radio resource
Meta,2019,1,1,1_power management_power consumption_power mode_throttling
Meta,2019,8,2,8_battery management_battery operation_dynamic battery_battery charging
Meta,2019,14,2,14_display substrate_substrate display_flexible substrate_substrate flexible
Meta,2019,16,1,16_trained neural_deep neural_neural_hardware accelerator
Meta,2019,25,3,25_resource management_datacenter power_datacenter_physical resource
Meta,2019,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Meta,2020,1,1,1_power management_power consumption_power mode_throttling
Meta,2020,2,2,2_battery cells_anode cathode_battery cell_cathode anode
Meta,2020,3,2,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Meta,2020,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2020,5,1,5_boost converter_power converters_power converter_converters
Meta,2020,22,1,22_protocols_routing_multi hop_packet core
Meta,2020,25,1,25_resource management_datacenter power_datacenter_physical resource
Meta,2020,34,1,34_film transistors_film transistor_pixels_transistors
Meta,2021,0,1,0_radio access_transmit_transmitting_radio resource
Meta,2021,1,1,1_power management_power consumption_power mode_throttling
Meta,2021,3,3,3_aerial vehicles_aerial vehicle_unmanned aerial_aerial
Meta,2021,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2021,8,1,8_battery management_battery operation_dynamic battery_battery charging
Meta,2021,10,1,10_packet processing_tcp_datagram protocol_protocol
Meta,2021,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Meta,2021,16,3,16_trained neural_deep neural_neural_hardware accelerator
Meta,2021,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Meta,2021,24,1,24_messages processing_processing core_processing cores_chip architecture
Meta,2022,1,1,1_power management_power consumption_power mode_throttling
Meta,2022,2,3,2_battery cells_anode cathode_battery cell_cathode anode
Meta,2022,5,1,5_boost converter_power converters_power converter_converters
Meta,2022,6,2,6_memory management_memory banks_memory controller_memory blocks
Meta,2022,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Meta,2022,14,2,14_display substrate_substrate display_flexible substrate_substrate flexible
Meta,2022,16,1,16_trained neural_deep neural_neural_hardware accelerator
Meta,2022,18,1,18_printed boards_printed board_electrically_conductive layers
Meta,2022,34,1,34_film transistors_film transistor_pixels_transistors
Meta,2023,0,4,0_radio access_transmit_transmitting_radio resource
Meta,2023,1,2,1_power management_power consumption_power mode_throttling
Meta,2023,2,10,2_battery cells_anode cathode_battery cell_cathode anode
Meta,2023,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2023,6,1,6_memory management_memory banks_memory controller_memory blocks
Meta,2023,14,1,14_display substrate_substrate display_flexible substrate_substrate flexible
Meta,2023,16,4,16_trained neural_deep neural_neural_hardware accelerator
Meta,2023,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Meta,2023,26,8,26_schedule wirelessly_access point_wlan_wirelessly transmit
Meta,2024,1,3,1_power management_power consumption_power mode_throttling
Meta,2024,2,3,2_battery cells_anode cathode_battery cell_cathode anode
Meta,2024,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2024,10,1,10_packet processing_tcp_datagram protocol_protocol
Meta,2024,26,5,26_schedule wirelessly_access point_wlan_wirelessly transmit
Meta,2025,2,6,2_battery cells_anode cathode_battery cell_cathode anode
Meta,2025,4,1,4_cooling_thermal control_liquid cooling_thermal management
Meta,2025,26,4,26_schedule wirelessly_access point_wlan_wirelessly transmit
Microsoft,2010,0,5,0_radio access_transmit_transmitting_radio resource
Microsoft,2010,1,4,1_power management_power consumption_power mode_throttling
Microsoft,2010,2,3,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2010,6,1,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2010,10,6,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2010,13,1,13_power wirelessly_power transmitting_power receiving_transmitting power
Microsoft,2010,17,2,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2010,19,1,19_storage control_storage controller_storage power_state storage
Microsoft,2010,20,1,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2010,21,1,21_resource control_resource management_resource service_resource usage
Microsoft,2010,22,1,22_protocols_routing_multi hop_packet core
Microsoft,2010,24,1,24_messages processing_processing core_processing cores_chip architecture
Microsoft,2010,27,1,27_display processing_image display_processing display_managing display
Microsoft,2010,29,1,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2010,31,1,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2010,35,1,35_backup power_power grid_grid power_power main
Microsoft,2011,0,5,0_radio access_transmit_transmitting_radio resource
Microsoft,2011,1,5,1_power management_power consumption_power mode_throttling
Microsoft,2011,2,1,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2011,10,4,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2011,12,1,12_ambient light_ambient lighting_sensor ambient_light sensors
Microsoft,2011,17,1,17_thread scheduling_thread scheduler_multiprocessor_cores
Microsoft,2011,19,2,19_storage control_storage controller_storage power_state storage
Microsoft,2011,20,1,20_virtual compute_virtual machines_virtual machine_virtualized
Microsoft,2011,24,1,24_messages processing_processing core_processing cores_chip architecture
Microsoft,2011,27,3,27_display processing_image display_processing display_managing display
Microsoft,2011,28,1,28_instruction memory_instruction blocks_instruction block_memory operations
Microsoft,2011,29,2,29_energy usage_consumption hardware_energy utilization_power consumption
Microsoft,2011,31,2,31_connection managing_background connections_cellular telephone_communicate cellular
Microsoft,2011,35,2,35_backup power_power grid_grid power_power main
Microsoft,2012,0,4,0_radio access_transmit_transmitting_radio resource
Microsoft,2012,1,10,1_power management_power consumption_power mode_throttling
Microsoft,2012,2,1,2_battery cells_anode cathode_battery cell_cathode anode
Microsoft,2012,6,4,6_memory management_memory banks_memory controller_memory blocks
Microsoft,2012,10,2,10_packet processing_tcp_datagram protocol_protocol
Microsoft,2012,15,1,15_voice activated_voice commands_speech recognition_voice guidance
